,Unnamed: 0,scenario,mmsi,ship_type,width,length,draught,nav_status,timestamp,lat,lon,sog,cog,timestamp_obj,ts_mmsi,R_x,R_y,theta,V_x,V_y,f_min,DDV,TDV,V_TDV,V_chg,cog_TDV,cog_chg,theta_rad,distance,ts_dot,DDV_dot,cog_dot,sog_dot,distance_dot
1422,1422,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932620.0,56.150406,11.2206344,12.32,228.72,2020-01-02 03:37:00,356234000,-1.638166131733881,-1.190890656305578,172.19428571428568,40.18402132302988,39.130051260677575,0.7943344232330469,0.205665576766953,0.0323578881572086,12.4,0.0064935064935064,229.814046412,1.0940464120000115,3.005357238834121,2.0252922827177016,60.0,0.008531726278381247,-0.06999999999999791,0.0,-0.07929782280903346
1428,1428,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932680.0,56.148181,11.215945,12.4,230.26,2020-01-02 03:38:00,356234000,-1.2944501941039874,-0.8478302743941247,171.12571428571425,40.077721293788976,40.27155260716587,0.8569370257480934,0.1430629742519066,0.0231074120240115,12.423175876363636,0.00186902228739,229.8385075428283,-0.4214924571716949,2.98670714911281,1.5473905386795757,60.0,-0.010433767085841067,0.2566666666666653,0.013333333333333345,-0.07965029067302098
1434,1434,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932740.0,56.146243,11.211762,12.4,229.8,2020-01-02 03:39:00,356234000,-0.9634774329562008,-0.5192198507843663,171.3,40.60615205728185,40.261271516919535,0.8357832543584544,0.1642167456415456,0.014909376867168,12.5,0.0080645161290322,229.962042542,0.1620425419999946,2.9897490086662866,1.0944761382800496,60.0,0.003525628564939834,-0.07666666666666326,0.0,-0.075485733399921
1440,1440,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932800.0,56.1437648,11.2064696,12.5,230.0,2020-01-02 03:40:00,356234000,-0.599390840881368,-0.1504028466013343,171.4142857142857,40.69228328236733,40.73002704964893,0.8560607940744364,0.1439392059255636,0.0057026802949598,12.5,0.0,229.64,-0.3600000000000136,2.9917436706685656,0.6179728120219027,60.0,-0.0033795899526636634,0.03333333333333144,0.016666666666666607,-0.0794172210430245
1451,1451,5da0710681,248886000,Tanker,14.0,88.0,4.3,0,1577931660.0,56.14470144444444,11.23093188888889,8.755555555555556,45.333333333333336,2020-01-02 03:21:00,236111951,2.702403900200133,1.9415938560530748,168.86666666666667,-31.096163462191736,-25.10634238495939,0.3784398096691143,0.6215601903308857,0.0799538777894125,9.04729245,0.033320203680203,44.5741886,-0.7591447333333363,2.9472793302010913,3.327577728871249,60.0,-0.00865504543128757,-0.16666666666666666,0.016666666666666902,-0.05306607342166614
1457,1457,5da0710681,248886000,Tanker,14.0,88.0,4.3,0,1577931720.0,56.146406444444445,11.234074666666666,8.944444444444445,46.422222222222224,2020-01-02 03:22:00,236111951,2.4169208312252097,1.7072251184018004,169.53232323232328,-30.86737110488309,-26.291324541445512,0.5394675435161059,0.460532456483894,0.0682699431519542,9.0,0.0062111801242235,44.81635197727272,-1.6058702449495,2.9588972289593167,2.9590748400999254,60.0,-0.026837955641165284,0.18148148148148144,0.03148148148148137,-0.06141714812855392
1463,1463,5da0710681,248886000,Tanker,14.0,88.0,4.3,0,1577931780.0,56.1481565,11.2372685,9.05,45.3,2020-01-02 03:23:00,236111951,2.1510681900539788,1.4804356627412585,171.69090909090914,-31.00527974544197,-26.539298799826973,0.558015611778192,0.4419843882218079,0.0589782036576421,8.979252695238095,-0.007817381741647,43.8470993952381,-1.4529006047619006,2.996571659378629,2.6112801668488674,60.0,-0.003091344710347684,-0.18703703703703786,0.017592592592592677,-0.05796577887517632
1469,1469,5da0710681,248886000,Tanker,14.0,88.0,4.3,0,1577931840.0,56.149913,11.2404085,8.95,44.95,2020-01-02 03:24:00,236111951,1.884889465356796,1.255175914664789,171.87727272727273,-30.98386998204081,-26.272879049963684,0.5339914068326351,0.4660085931673648,0.0508773134771907,9.0,0.005586592178771,43.000041255,-1.9499587450000035,2.999824318439163,2.26456946755175,60.0,0.004004034157592817,-0.058333333333332384,-0.016666666666666902,-0.057785116549519566
1475,1475,5da0710681,248886000,Tanker,14.0,88.0,4.3,0,1577931900.0,56.151724,11.2435465,9.15,44.65,2020-01-02 03:25:00,236111951,1.6224000753909362,1.0358843294850104,172.2590909090909,-31.46007489940144,-26.624844526074902,0.526315187933017,0.473684812066983,0.0418976075393216,9.0,-0.0163934426229508,44.02727272727272,-0.6227272727272819,3.0064883028558684,1.9248995684713333,60.0,0.0012793698166030283,-0.05000000000000071,0.03333333333333351,-0.05661164984673613
1481,1481,5da0710681,248886000,Tanker,14.0,88.0,4.3,0,1577931960.0,56.153524,11.2466865,9.0,45.0,2020-01-02 03:26:00,236111951,1.3478022251044954,0.7976902956713662,175.9909090909091,-30.12415926868789,-27.798582330133748,0.6749394678947109,0.325060532105289,0.0316299450113966,9.06933901,0.0077043344444444,44.583965940000006,-0.4160340599999941,3.0716208172143844,1.5661675024737618,60.0,-0.024770713326948995,0.05833333333333357,-0.02500000000000006,-0.05978867766626191
1487,1487,5da0710681,248886000,Tanker,14.0,88.0,4.3,0,1577932020.0,56.155324,11.2497425,9.0,42.7,2020-01-02 03:27:00,236111951,1.1064843451714017,0.5708020252614617,-178.79999999999995,-30.08490070629791,-28.44287595020437,0.730974386649795,0.269025613350205,0.0225461960824381,9.03926086222222,0.0043623180246912,45.93556517333334,3.2355651733333346,-3.1206487025658602,1.2450391793642368,60.0,-0.00933915312584734,-0.38333333333333286,0.0,-0.05352138718492083
1493,1493,5da0710681,248886000,Tanker,14.0,88.0,4.3,0,1577932080.0,56.1571435,11.2528985,9.1,44.400000000000006,2020-01-02 03:28:00,236111951,0.8365251664724479,0.3061270155393578,179.43000000000006,-29.98456178383864,-29.02824829358058,0.7540752138926218,0.2459247861073782,0.0131021509150334,9.085838715,-0.0015561851648351,45.35664514,0.956645139999992,3.1316442768534265,0.8907794922340719,60.0,-0.003850137873804463,0.2833333333333338,0.016666666666666607,-0.05904328118836081
1499,1499,5da0710681,248886000,Tanker,14.0,88.0,4.3,0,1577932140.0,56.1588675,11.256048,9.1,45.0,2020-01-02 03:29:00,236111951,0.5932081924430144,0.0492403488794725,-176.33333333333337,-28.555375935003603,-30.75292636924338,0.8421277572395779,0.1578722427604221,0.003312686855223,9.1,0.0,45.05777019,0.0577701899999993,-3.077597247683335,0.5952483276240939,60.0,-0.014675423891159348,0.09999999999999905,0.0,-0.049255194101663013
1513,1513,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932080.0,56.092505333333335,11.140513555555556,14.055555555555555,30.11111111111109,2020-01-02 03:28:00,236111951,4.726201526648302,4.075565271629172,-166.28111111111104,-40.981114124105865,-30.35868090571213,0.5491462657065822,0.4508537342934178,0.1281328246752501,16.6,0.1810276679841898,41.60601525833334,11.494904147222254,-2.9021528727634145,6.240770237222526,60.0,0.01185190060838722,0.16296296296296,0.06666666666666643,-0.07566156405830471
1519,1519,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932140.0,56.095913,11.144103,14.6,31.399999999999977,2020-01-02 03:29:00,236111951,4.381220549988699,3.804149891869261,-162.73333333333335,-40.271257011202266,-33.03124607651626,0.1953471013688694,0.8046528986311305,0.1134041338990362,16.6,0.1369863013698631,41.54787598333336,10.147875983333378,-2.840232469412106,5.802296950988651,60.0,0.05896652738961879,0.21481481481481465,0.09074074074074072,-0.0730788810389793
1525,1525,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932200.0,56.099295,11.148333,15.0,37.10000000000002,2020-01-02 03:30:00,236111951,4.038601184093881,3.5058327746879576,-168.83333333333337,-39.43004319157138,-35.7205875627085,0.0582387474940809,0.941761252505919,0.0988077443740211,16.591845885714285,0.106123059047619,41.45722826666667,4.357228266666645,-2.9466975537837605,5.3480055131086734,60.0,0.022851392312464747,0.9500000000000076,0.06666666666666672,-0.07571523964666287
1531,1531,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932260.0,56.102598,11.153077,15.5,39.19999999999999,2020-01-02 03:31:00,248886000,3.60958984754753,3.664689406659466,1.1727272727272862,-9.872464221874615,-7.584613797309345,0.3398813022993804,0.6601186977006196,0.4461221799247483,16.5,0.064516129032258,41.260204280285706,2.060204280285717,0.020467952137024646,5.143839744276673,60.0,-0.046940425800883236,0.3499999999999943,0.08333333333333333,-0.03402762813866674
1537,1537,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932320.0,56.105983,11.158053,15.9,39.39999999999998,2020-01-02 03:32:00,248886000,3.5173871483008607,3.5945509349538165,2.145454545454584,-10.789494586277472,-8.015032753070525,0.3872018783446319,0.6127981216553681,0.4089767425207246,16.5,0.0377358490566037,40.92064341666666,1.5206434166666796,0.03744524577006084,5.02919563896747,60.0,-0.007886762674208589,0.03333333333333144,0.06666666666666672,-0.01910735088486722
1543,1543,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932380.0,56.109383,11.163195,16.0,41.10000000000002,2020-01-02 03:33:00,248886000,3.4316368700208058,3.517879010860126,-4.463636363636397,-9.398612689476076,-10.005736308229569,0.075883742002215,0.924116257997785,0.3534450863388594,16.6,0.0375,41.023624762857125,-0.0763752371428978,-0.07790515115720202,4.914428180646901,60.0,0.05188635605706948,0.28333333333334093,0.016666666666666607,-0.019127909720094777
1549,1549,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932440.0,56.112757,11.168605,16.5,42.30000000000001,2020-01-02 03:34:00,248886000,3.3424939474799467,3.429524994080908,-1.2999999999999543,-10.665870459714789,-10.235859618587844,0.0702749224329846,0.9297250775670154,0.3295218883984951,16.710633961666666,0.0127656946464646,41.53307061166667,-0.7669293883333381,-0.022689280275925486,4.7889359438152574,60.0,0.0009348032615384046,0.1999999999999981,0.08333333333333333,-0.02091537280527393
1555,1555,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932500.0,56.116195,11.174207,16.7,42.5,2020-01-02 03:35:00,248886000,3.250517636683729,3.33354908632684,-6.581818181818107,-10.080394422015369,-11.896363136685798,0.251463158990714,0.748536841009286,0.2853619079377504,16.855429212857143,0.0093071384944397,41.46880581714285,-1.0311941828571562,-0.11487439804035275,4.656008421098751,60.0,-0.030198039426288237,0.03333333333333144,0.033333333333333215,-0.022154587119417684
1561,1561,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932560.0,56.11969428571428,11.179790428571428,16.585714285714285,41.39999999999998,2020-01-02 03:36:00,248886000,3.166316268582241,3.225645799177836,-10.081818181818107,-9.313569495019005,-12.27313162541985,0.4155433413694573,0.5844566586305426,0.2719277330235046,17.03479357,0.0270762703703704,41.429823059999975,0.0298230599999982,-0.1759609218601543,4.5199944175233435,60.0,-0.027346697063123888,-0.18333333333333712,-0.01904761904761898,-0.022669000595901306
1567,1567,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932620.0,56.12315314285714,11.185172428571429,16.6,40.91428571428571,2020-01-02 03:37:00,248886000,3.085384908008085,3.1204962460530554,-9.023376623376636,-9.785653827724474,-12.049386394434595,0.3192414184894475,0.6807585815105525,0.2661247219716042,17.1,0.0301204819277108,41.14135808000002,0.2270723657143065,-0.15748763172541064,4.388290880535983,60.0,0.01605032048000164,-0.08095238095237771,0.0023809523809526687,-0.021950589497893375
1573,1573,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932680.0,56.12664771428571,11.190696285714283,16.914285714285715,41.38571428571424,2020-01-02 03:38:00,248886000,3.001115855086525,3.016709046417493,-7.794805194805122,-10.168569776291372,-12.106783940691484,0.2728564511363234,0.7271435488636766,0.2550282468446918,17.1,0.0109797297297297,41.59186326333336,0.2061489776191152,-0.13604501520090737,4.2552590809948185,60.0,0.007730827892187357,0.07857142857142208,0.052380952380952195,-0.02217196659019412
1579,1579,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932740.0,56.13021642857143,11.196298,17.1,41.10000000000002,2020-01-02 03:39:00,248886000,2.9086041097532767,2.9069523071743704,-8.650000000000091,-10.695341366285366,-12.724769353669,0.2692860206158368,0.7307139793841632,0.2342364414625737,17.2,0.0058479532163741,41.833333333333314,0.7333333333332916,-0.1509709802975111,4.112219544657124,60.0,0.000595071753414426,-0.04761904761903679,0.030952380952381137,-0.02383992272294903
1585,1585,5da0710681,356234000,Cargo,61.0,399.0,12.1,0,1577932800.0,56.133795,11.201989714285714,17.2,41.41428571428571,2020-01-02 03:40:00,248886000,2.819509265193882,2.7911345079530334,-11.414285714285713,-10.42805105643704,-13.660912611012863,0.3934724668035161,0.6065275331964839,0.2127626474641724,17.2,0.0,40.12737413095236,-1.2869115833333495,-0.19921686747763845,3.967374993367827,60.0,-0.020697741031279877,0.05238095238094805,0.016666666666666313,-0.024140758548216217
1598,1598,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577909820.0,56.1288682,11.18647,18.6,40.80000000000005,2020-01-01 21:17:00,352244000,0.7286759446712853,1.219152103581834,5.3333333333332575,-11.20493760144238,-6.807674837295178,0.646138848102366,0.353861151897634,0.133249100939837,18.80303237,0.0109157188172042,46.959085741666726,6.159085741666679,0.09308422677302959,1.420317036443132,60.0,0.02388734457525737,0.2799999999999976,0.0,-0.016190598504691327
1604,1604,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577909880.0,56.1327472,11.1925484,18.5,41.24000000000006,2020-01-01 21:18:00,352244000,0.6298066288052896,1.1596136652143674,5.293333333333294,-10.994337250698996,-6.776578590953697,0.6359917605967015,0.3640082394032985,0.1265991049945447,18.8,0.0162162162162162,46.70810740000006,5.468107400000001,0.09238609507223249,1.3196060935896676,60.0,0.0016911812509440849,0.07333333333333532,-0.016666666666666902,-0.016785157142244045
1610,1610,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577909940.0,56.1365718,11.1986842,18.5,42.720000000000056,2020-01-01 21:19:00,352244000,0.5389761508763707,1.094181776097258,1.9799999999999045,-9.701467744518643,-7.852399105709882,0.4347335726420796,0.5652664273579204,0.114987844099521,18.710072935,0.0113552937837837,45.79211511500006,3.0721151150000026,0.03455751918948606,1.2197249896418694,60.0,0.03354303132577032,0.24666666666666615,0.0,-0.016646850657966377
1616,1616,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910000.0,56.1403088,11.2050052,18.5,43.56000000000006,2020-01-01 21:20:00,352244000,0.4611242508769144,1.0302522331381894,1.5799999999999272,-9.468510472148209,-8.10919969675954,0.4013411363018843,0.5986588636981156,0.1056651901683068,18.7,0.0108108108108107,44.50000000000006,0.9399999999999976,0.02757620218150914,1.1287405541722249,60.0,0.005565406056699196,0.14000000000000057,0.0,-0.015164072578274087
1622,1622,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910060.0,56.14409633333333,11.211445,18.73333333333333,43.50000000000006,2020-01-01 21:21:00,352244000,0.3743545861233393,0.9579816447015912,1.9099999999999115,-9.806675537864855,-8.219211027975735,0.4148668495930774,0.5851331504069226,0.0947295792058746,18.6,-0.0071174377224197,44.208112625000055,0.7081126249999983,0.03333578871309015,1.0285281657479013,60.0,-0.002254285548532168,-0.010000000000000378,0.03888888888888845,-0.01670206473738726
1628,1628,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910120.0,56.147752,11.218089,18.8,46.26666666666672,2020-01-01 21:22:00,352244000,0.2943927796367396,0.8751030010547228,-1.466666666666697,-8.435763218500643,-9.695286402067987,0.2632647199789843,0.7367352800210156,0.0789026251029157,18.6,-0.0106382978723403,44.18292125000006,-2.083745416666666,-0.02559816236258403,0.9232943036525397,60.0,0.025267021602348838,0.46111111111111097,0.011111111111111663,-0.017538977015893593
1634,1634,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910180.0,56.15133733333333,11.224907333333332,18.866666666666667,46.73333333333339,2020-01-01 21:23:00,352244000,0.2214515586458214,0.790896821890268,-1.463333333333367,-8.44631764004513,-9.857064744673256,0.257999360431823,0.7420006395681771,0.0693675475177686,18.69723171,-0.0089806514134275,43.802768290000046,-2.930565043333345,-0.025539984720850943,0.8213151500506914,60.0,0.0008775599245269087,0.0777777777777781,0.011111111111111072,-0.016996525600308048
1640,1640,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910240.0,56.154817,11.231514,18.8,46.53333333333339,2020-01-01 21:24:00,352244000,0.1532928799048574,0.7129444716137462,-1.363333333333344,-8.42085344601352,-9.704262656270105,0.2626885287705752,0.7373114712294249,0.0622082984653854,19.0,0.0106382978723403,44.08249790000006,-2.4508354333333315,-0.023794655468856212,0.7292383195047616,60.0,-0.0007815280564587024,-0.033333333333333805,-0.011111111111111072,-0.015346138424321643
1646,1646,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910300.0,56.158521666666665,11.238578,18.8,46.966666666666725,2020-01-01 21:25:00,352244000,0.0726104437619875,0.6238123079540954,-1.2000000000000457,-8.395590504210535,-9.720443766892686,0.2637410421618366,0.7362589578381633,0.05299352450028,18.966666666666665,0.0088652482269502,43.33333333333339,-3.633333333333333,-0.02094395102393275,0.6280239422970496,60.0,-0.00017541889854359263,0.07222222222222285,0.0,-0.016869062867951996
1652,1652,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910360.0,56.162108333333336,11.245362,18.7,45.50000000000006,2020-01-01 21:26:00,352244000,0.0034495781556961,0.5388735179308074,-1.466666666666697,-8.42848954335184,-9.44289928363483,0.267761316601927,0.732238683398073,0.0450640454383949,18.681411966666666,-0.0009940124777183,41.619883766666725,-3.880116233333332,-0.02559816236258403,0.5388845589888214,60.0,-0.0006700457400150572,-0.24444444444444477,-0.016666666666666902,-0.014856563884704707
1658,1658,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910420.0,56.1657425,11.2517475,18.6,43.900000000000055,2020-01-01 21:27:00,352244000,-0.0732106241406736,0.4678512623687899,1.1599999999999682,-9.300492188980602,-8.283775228347263,0.3257569679476723,0.6742430320523277,0.0396030571394962,18.6,0.0,39.371449700000056,-4.528550299999999,0.020245819323133667,0.4735447171990595,60.0,-0.009665941890957541,-0.2666666666666669,-0.016666666666666313,-0.010889973631626979
1664,1664,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910480.0,56.16951228571428,11.258278428571428,19.0,43.828571428571486,2020-01-01 21:28:00,352244000,-0.1573210412979973,0.3961210231257013,1.6514285714285393,-10.016154164004488,-8.667383004841028,0.3339609399475382,0.6660390600524617,0.0291929523486179,18.6,-0.0210526315789472,38.06035813333339,-5.768213295238098,0.028822865932934368,0.4262179899971827,60.0,-0.0013673286666443334,-0.011904761904761566,0.06666666666666643,-0.007887787866979468
1670,1670,73b7106812,259222000,Passenger,36.0,224.0,6.9,0,1577910540.0,56.17337914285714,11.264555,18.542857142857144,40.61428571428577,2020-01-01 21:29:00,352244000,-0.2483470985066616,0.3278397434762924,4.965714285714228,-10.763291090733617,-6.525751814149988,0.3966805197164809,0.6033194802835191,0.0208572085703167,18.7,0.0084745762711863,36.12120420000006,-4.493081514285713,0.0866680639990317,0.41128479030870896,60.0,-0.010453263294823767,-0.5357142857142859,-0.07619047619047592,-0.0024888666147456218
1681,1681,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910000.0,56.1479749,11.2357035,12.1,45.13999999999999,2020-01-01 21:20:00,259222000,-0.4606658054358021,-1.0304573034993896,-1.5799999999999272,9.468510472148209,8.10919969675954,0.897919503103192,0.1020804968968079,0.1040173740539283,12.2,0.0082644628099173,44.94192936805557,-0.1980706319444252,-0.02757620218150914,1.1287405541722373,60.0,0.0111930712737009,0.07333333333333414,0.0,-0.015164072578275123
1687,1687,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910060.0,56.1503197,11.2399916,12.17,45.40999999999997,2020-01-01 21:21:00,259222000,-0.3739581722875557,-0.9581364585047942,-1.9099999999998545,9.806675537864855,8.219211027975735,0.9215937336764296,0.0784062663235704,0.0927571729664906,12.2,0.0024650780608052,45.11301375233336,-0.2969862476666094,-0.033335788713089155,1.028528165747909,60.0,-0.003945705095539584,0.044999999999995786,0.011666666666666714,-0.01670206473738804
1693,1693,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910120.0,56.1526459,11.2441675,12.2,44.80000000000001,2020-01-01 21:22:00,259222000,-0.2940619634749457,-0.8752142210878981,1.466666666666697,8.435763218500643,9.695286402067987,0.6179010720631631,0.3820989279368368,0.0800506809002503,12.2,0.0,45.005452647000006,0.2054526469999942,0.02559816236258403,0.9232943036525443,60.0,0.05061544360221107,-0.10166666666665947,0.004999999999999893,-0.01753897701589413
1699,1699,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910180.0,56.1550185,11.2484779,12.2,45.26999999999998,2020-01-01 21:23:00,259222000,-0.2211813227121792,-0.7909724383226537,1.4633333333334235,8.44631764004513,9.857064744673256,0.6047234935789535,0.3952765064210465,0.0704820357676612,12.2,0.0,44.93619972676768,-0.3338002732323062,0.02553998472085193,0.8213151500506936,60.0,0.002196263080701616,0.07833333333332841,0.0,-0.016996525600308454
1705,1705,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910240.0,56.1573649,11.2527627,12.2,45.170000000000016,2020-01-01 21:24:00,259222000,-0.1530732711094706,-0.7129916551446985,1.363333333333344,8.42085344601352,9.704262656270105,0.6150364118870916,0.3849635881129084,0.0632705373515157,12.2,0.0,45.56660901000003,0.396609010000013,0.023794655468856212,0.7292383195047626,60.0,-0.0017188197180230218,-0.016666666666660983,0.0,-0.015346138424321828
1711,1711,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910300.0,56.159728,11.257171333333332,12.2,45.76666666666665,2020-01-01 21:25:00,259222000,-0.0724423000210401,-0.6238318565655252,1.2000000000000457,8.395590504210535,9.720443766892686,0.6153447834490343,0.3846552165509657,0.0539313091342559,12.2,0.0,44.99096117020203,-0.7757054964646244,0.02094395102393275,0.62802394229705,60.0,-5.1395260323781424e-05,0.09944444444443927,0.0,-0.01686906286795209
1717,1717,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910360.0,56.16216466666667,11.261424666666668,12.2,44.0333333333333,2020-01-01 21:26:00,259222000,-0.0033240957557444,-0.5388743065910485,1.4666666666667538,8.42848954335184,9.44289928363483,0.6292061061515908,0.3707938938484092,0.0462358218370659,12.2,0.0,44.55702839166669,0.5236950583333879,0.02559816236258502,0.5388845589888216,60.0,-0.002310220450426078,-0.2888888888888914,0.0,-0.014856563884704743
1723,1723,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910420.0,56.164524,11.265694,12.2,45.06,2020-01-01 21:27:00,259222000,0.0733052172276715,-0.467836450390883,-1.1599999999999682,9.300492188980602,8.283775228347263,0.7342148133968586,0.2657851866031414,0.0385845302395476,12.249468383333332,0.0040547855191257,45.94555120303031,0.8855512030303103,-0.020245819323133667,0.47354471719905955,60.0,-0.01750145120754464,0.17111111111111654,0.0,-0.010889973631627007
1729,1729,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910480.0,56.166895,11.2700874,12.2,45.48000000000002,2020-01-01 21:28:00,259222000,0.1573888575886267,-0.3960940828946897,-1.651428571428596,10.016154164004488,8.667383004841028,0.7451375920443972,0.2548624079556028,0.0278289350606406,12.3,0.0081967213114755,45.16666666666663,-0.3133333333333894,-0.028822865932935354,0.42621798999718247,60.0,-0.0018204631079231,0.07000000000000266,0.0,-0.007887787866979514
1735,1735,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910540.0,56.169248,11.274329,12.2,45.579999999999984,2020-01-01 21:29:00,259222000,0.2483935538053739,-0.3278045472033833,-4.965714285714284,10.763291090733617,6.525751814149988,0.8175554714623062,0.1824445285376937,0.0177951071519967,12.277841530909091,0.0063804533532042,44.970233159272745,-0.6097668407272394,-0.08666806399903268,0.4112847903087085,60.0,-0.012069646569651515,0.016666666666660983,0.0,-0.0024888666147456586
1741,1741,73b7106812,352244000,Cargo,32.0,200.0,10.7,0,1577910600.0,56.1716222,11.278699,12.3,45.18000000000001,2020-01-01 21:30:00,259222000,0.3477475829558903,-0.2797578243932809,-8.05142857142846,12.061509583940392,4.931266173565092,0.84233504306479,0.15766495693521,0.0049454108083821,12.166631525252525,-0.010842965426624,44.24981550757576,-0.930184492424246,-0.14052393806057006,0.44631023040137185,60.0,-0.00412992860041395,-0.06666666666666288,0.016666666666666902,0.005837573348777224
1751,1751,947a4e27b8,538006339,Cargo,28.0,178.0,10.5,0,1577842440.0,55.997353,11.058835,12.3,38.2,2020-01-01 02:34:00,219011922,3.522148815560681,0.9578187512775316,162.04999999999995,-34.56426643111931,-20.605404375715786,0.987784656556088,0.012215343443912,0.070457878444272,11.86351638,-0.0354864731707317,39.05406552,0.8540655199999989,2.82830605285681,3.6500615117083104,120.0,0.00010768308905673325,0.0,-0.016666666666666607,-0.056396277496555104
1771,1771,af7db949ad,355798000,Cargo,62.0,400.0,14.0,4,1577914680.0,56.09700333333333,11.136397833333334,14.9,202.9333333333334,2020-01-01 22:38:00,246414000,-3.746391362421025,-0.8776286562320983,-177.55555555555543,42.14865224999095,18.62638235357207,0.8609116280501272,0.1390883719498727,0.0701195996440515,13.17569441,-0.1157252073825503,199.64953706000003,-3.283796273333365,-3.0989290496521518,3.8478150031755196,60.0,0.008221229185183266,-0.363888888888899,-0.033333333333333215,-0.06529357884674918
1777,1777,af7db949ad,355798000,Cargo,62.0,400.0,14.0,4,1577914740.0,56.093305,11.133808333333333,14.433333333333334,200.60000000000005,2020-01-01 22:39:00,246414000,-3.393235268095228,-0.72822488556773,-176.08888888888873,41.82650016411006,16.96801519012806,0.755210390996609,0.2447896090033909,0.0654687234053449,12.762083973333333,-0.1157909487297922,199.7189580133334,-0.881041986666645,-3.073330887289568,3.4704981009367266,60.0,0.017616872842253033,-0.38888888888889045,-0.07777777777777779,-0.06288615037313217
1783,1783,af7db949ad,355798000,Cargo,62.0,400.0,14.0,4,1577914800.0,56.08960533333333,11.131395666666666,14.1,199.96666666666675,2020-01-01 22:40:00,246414000,-3.034643775848402,-0.5854910024771346,-174.5866666666666,41.391224517124286,16.77438843165547,0.763349371880462,0.2366506281195379,0.0576843188079039,12.467601296,-0.1157729577304964,199.70000000000005,-0.2666666666667083,-3.047112163415165,3.0906087685563057,60.0,-0.0013564968139754968,-0.10555555555554956,-0.05555555555555566,-0.06331488873007014
1789,1789,af7db949ad,355798000,Cargo,62.0,400.0,14.0,4,1577914860.0,56.08598633333333,11.129022666666666,13.833333333333334,199.70000000000005,2020-01-01 22:41:00,246414000,-2.6836801914663906,-0.4428005402990148,-174.0599999999999,40.737432098912166,16.466394554424006,0.7654598132628389,0.2345401867371611,0.0501059096550408,12.133333333333333,-0.1228915662650603,199.9333333333334,0.2333333333333485,-3.037920096021328,2.719965383705863,60.0,-0.0003517402303961359,-0.04444444444445139,-0.04444444444444429,-0.061773897475073815
1795,1795,af7db949ad,355798000,Cargo,62.0,400.0,14.0,4,1577914920.0,56.08244966666667,11.126828666666666,13.3,199.50000000000009,2020-01-01 22:42:00,246414000,-2.347359863342189,-0.3104587539725878,-174.55999999999997,39.91619653559417,15.85934385628846,0.7424056326850261,0.2575943673149738,0.0432109465194612,11.78440593,-0.1139544413533834,199.53328711600005,0.0332871159999683,-3.0466467422813013,2.36780129359456,60.0,0.0038423634296354536,-0.0333333333333267,-0.08888888888888886,-0.058694015018550504
